Size,formula,normalized,normalizedSize
16,(Box((Box(Box(Diamond(p))) || Box(q))) --> (p <-> (!(q) <-> Box(x)))),(Box(((Box(Box((Box((p --> ⊥)) --> ⊥))) --> ⊥) --> Box(q))) --> (((p --> ((((q --> ⊥) --> Box(x)) --> ((Box(x) --> (q --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((q --> ⊥) --> Box(x)) --> ((Box(x) --> (q --> ⊥)) --> ⊥)) --> ⊥) --> p) --> ⊥)) --> ⊥)),58
16,(((!(Diamond((t --> q))) <-> u) || z) && (Diamond(Diamond(z)) <-> Box(t))),(((((((((Box(((t --> q) --> ⊥)) --> ⊥) --> ⊥) --> u) --> ((u --> ((Box(((t --> q) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> z) --> (((((Box(((Box((z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box(t)) --> ((Box(t) --> (Box(((Box((z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),71
16,!(!(((⊥ && x) || ((r || (w <-> y)) && !(!(Diamond(r))))))),((((((⊥ --> (x --> ⊥)) --> ⊥) --> ⊥) --> ((((r --> ⊥) --> (((w --> y) --> ((y --> w) --> ⊥)) --> ⊥)) --> ((((Box((r --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),44
16,((!(((v || t) && (x --> (⊥ || p)))) || Diamond(s)) <-> Diamond(s)),((((((((((v --> ⊥) --> t) --> ((x --> ((⊥ --> ⊥) --> p)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> (((((((v --> ⊥) --> t) --> ((x --> ((⊥ --> ⊥) --> p)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),75
16,!((((v && p) || Diamond((!(p) <-> !(s)))) || (Box(y) --> y))),(((((((v --> (p --> ⊥)) --> ⊥) --> ⊥) --> (Box((((((p --> ⊥) --> (s --> ⊥)) --> (((s --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> (Box(y) --> y)) --> ⊥),43
16,!(Diamond(Diamond(((⊥ && z) --> !(((p && ⊥) --> !((u && ⊥)))))))),((Box(((Box(((((⊥ --> (z --> ⊥)) --> ⊥) --> ((((p --> (⊥ --> ⊥)) --> ⊥) --> (((u --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),39
16,((⊥ && v) || (!(r) --> (z && (!((Diamond(p) || ⊥)) && ⊥)))),((((⊥ --> (v --> ⊥)) --> ⊥) --> ⊥) --> ((r --> ⊥) --> ((z --> (((((((Box((p --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),38
16,(!(t) --> (s && ((Box(q) && u) && Diamond((Box(s) || Box(u)))))),((t --> ⊥) --> ((s --> (((((Box(q) --> (u --> ⊥)) --> ⊥) --> ((Box((((Box(s) --> ⊥) --> Box(u)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),35
16,(Box(!((Box(t) && !(w)))) || (p || (x && !((t || v))))),((Box((((Box(t) --> ((w --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((p --> ⊥) --> ((x --> ((((t --> ⊥) --> v) --> ⊥) --> ⊥)) --> ⊥))),33
16,(Diamond((Box((u <-> (Diamond(!(s)) && Box(⊥)))) || Box(⊥))) <-> Box(v)),((((Box((((Box((((u --> (((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥)) --> (((((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥) --> u) --> ⊥)) --> ⊥)) --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> Box(v)) --> ((Box(v) --> (Box((((Box((((u --> (((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥)) --> (((((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥) --> u) --> ⊥)) --> ⊥)) --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),111
16,(Diamond(q) && !((w && ((v --> Box(u)) || !(Diamond((⊥ && y))))))),(((Box((q --> ⊥)) --> ⊥) --> ((((w --> ((((v --> Box(u)) --> ⊥) --> ((Box((((⊥ --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),40
16,(Box(Diamond(Diamond((!(v) && (!(z) --> p))))) || Diamond((!(x) <-> t))),((Box((Box(((Box(((((v --> ⊥) --> (((z --> ⊥) --> p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((((((x --> ⊥) --> t) --> ((t --> (x --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),47
16,(u || (((!(t) --> (r && Box(u))) || !(z)) && (y || ⊥))),((u --> ⊥) --> ((((((t --> ⊥) --> ((r --> (Box(u) --> ⊥)) --> ⊥)) --> ⊥) --> (z --> ⊥)) --> (((y --> ⊥) --> ⊥) --> ⊥)) --> ⊥)),32
16,(Diamond(w) && ((⊥ <-> !(Diamond((z --> y)))) || Diamond(!((s || u))))),(((Box((w --> ⊥)) --> ⊥) --> ((((((⊥ --> ((Box(((z --> y) --> ⊥)) --> ⊥) --> ⊥)) --> ((((Box(((z --> y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(((((s --> ⊥) --> u) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),55
16,(((⊥ <-> z) --> Box(v)) || Box(Diamond((!(!(x)) || Diamond(!(p)))))),((((((⊥ --> z) --> ((z --> ⊥) --> ⊥)) --> ⊥) --> Box(v)) --> ⊥) --> Box((Box((((((x --> ⊥) --> ⊥) --> ⊥) --> (Box(((p --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))),39
16,((q <-> r) && (Box(!(w)) && (Box(⊥) && Diamond(Box((⊥ && p)))))),(((((q --> r) --> ((r --> q) --> ⊥)) --> ⊥) --> (((Box((w --> ⊥)) --> (((Box(⊥) --> ((Box((Box(((⊥ --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),45
16,(!(Diamond((w || !(s)))) && !(!((Diamond((Box(y) && y)) || ⊥)))),((((Box((((w --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ((((((Box((((Box(y) --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),40
16,((p && u) && (Diamond(((!(t) && (s --> u)) <-> u)) || !(y))),((((p --> (u --> ⊥)) --> ⊥) --> ((((Box((((((((t --> ⊥) --> ((s --> u) --> ⊥)) --> ⊥) --> u) --> ((u --> (((t --> ⊥) --> ((s --> u) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (y --> ⊥)) --> ⊥)) --> ⊥),54
16,(Diamond(w) && ((Box(x) && (!(s) || !(r))) && (⊥ <-> Box(q)))),(((Box((w --> ⊥)) --> ⊥) --> (((((Box(x) --> ((((s --> ⊥) --> ⊥) --> (r --> ⊥)) --> ⊥)) --> ⊥) --> ((((⊥ --> Box(q)) --> ((Box(q) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),45
16,(⊥ || (!(⊥) --> ((Box((u && p)) || (x --> Box(z))) && w))),((⊥ --> ⊥) --> ((⊥ --> ⊥) --> ((((Box(((u --> (p --> ⊥)) --> ⊥)) --> ⊥) --> (x --> Box(z))) --> (w --> ⊥)) --> ⊥))),29
16,Box(((!(Box(((Diamond(s) <-> t) --> ⊥))) && u) || (w --> !(y)))),Box((((((Box((((((Box((s --> ⊥)) --> ⊥) --> t) --> ((t --> (Box((s --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (u --> ⊥)) --> ⊥) --> ⊥) --> (w --> (y --> ⊥)))),41
16,((Box((u <-> ⊥)) --> p) --> ((s || Box(Box((z && s)))) --> q)),((Box((((u --> ⊥) --> ((⊥ --> u) --> ⊥)) --> ⊥)) --> p) --> (((s --> ⊥) --> Box(Box(((z --> (s --> ⊥)) --> ⊥)))) --> q)),30
16,!(((Box(Box(v)) || (⊥ && ((r && !(Box(r))) || u))) && t)),(((((Box(Box(v)) --> ⊥) --> ((⊥ --> (((((r --> ((Box(r) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> u) --> ⊥)) --> ⊥)) --> (t --> ⊥)) --> ⊥) --> ⊥),34
16,((z <-> t) && Diamond((Diamond(!(w)) && (Diamond(v) || (w --> Box(⊥)))))),(((((z --> t) --> ((t --> z) --> ⊥)) --> ⊥) --> ((Box(((((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> ((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> (w --> Box(⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),47
16,(((s && q) && Box(q)) --> !((Box(⊥) || Box(Box((y --> z)))))),(((((s --> (q --> ⊥)) --> ⊥) --> (Box(q) --> ⊥)) --> ⊥) --> (((Box(⊥) --> ⊥) --> Box(Box((y --> z)))) --> ⊥)),27
16,(Box((Box(Diamond((t && !(v)))) --> u)) && (⊥ && Diamond(Box(!(r))))),((Box((Box((Box((((t --> ((v --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> u)) --> (((⊥ --> ((Box((Box((r --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),38
16,(Box((Diamond(z) || Diamond(p))) --> ((q || ⊥) --> Diamond(Diamond((⊥ <-> ⊥))))),(Box((((Box((z --> ⊥)) --> ⊥) --> ⊥) --> (Box((p --> ⊥)) --> ⊥))) --> (((q --> ⊥) --> ⊥) --> (Box(((Box(((((⊥ --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),44
16,!(!(Diamond((((r || p) <-> (r <-> (s --> Diamond(v)))) && !(u))))),(((Box(((((((((r --> ⊥) --> p) --> (((r --> (s --> (Box((v --> ⊥)) --> ⊥))) --> (((s --> (Box((v --> ⊥)) --> ⊥)) --> r) --> ⊥)) --> ⊥)) --> (((((r --> (s --> (Box((v --> ⊥)) --> ⊥))) --> (((s --> (Box((v --> ⊥)) --> ⊥)) --> r) --> ⊥)) --> ⊥) --> ((r --> ⊥) --> p)) --> ⊥)) --> ⊥) --> ((u --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥),84
16,(!(Diamond(Box((((!(w) && ⊥) && p) <-> (t <-> s))))) --> Diamond(p)),(((Box((Box(((((((((w --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥) --> (((t --> s) --> ((s --> t) --> ⊥)) --> ⊥)) --> (((((t --> s) --> ((s --> t) --> ⊥)) --> ⊥) --> (((((w --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (Box((p --> ⊥)) --> ⊥)),74
16,Box((Box(((u || ⊥) || Diamond((w <-> y)))) --> Diamond((s <-> Diamond(u))))),Box((Box(((((u --> ⊥) --> ⊥) --> ⊥) --> (Box(((((w --> y) --> ((y --> w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> (Box(((((s --> (Box((u --> ⊥)) --> ⊥)) --> (((Box((u --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),53
16,!((Box(!(Box(Box((((r || q) <-> r) || Diamond(u)))))) && Box(⊥))),(((Box((Box(Box((((((((r --> ⊥) --> q) --> r) --> ((r --> ((r --> ⊥) --> q)) --> ⊥)) --> ⊥) --> ⊥) --> (Box((u --> ⊥)) --> ⊥)))) --> ⊥)) --> (Box(⊥) --> ⊥)) --> ⊥) --> ⊥),42
16,(Diamond(((t --> !((p || !(u)))) || (s --> u))) || !(!(⊥))),(((Box(((((t --> (((p --> ⊥) --> (u --> ⊥)) --> ⊥)) --> ⊥) --> (s --> u)) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)),30
16,(Diamond((u || (v || Diamond(x)))) || Diamond((⊥ || Box((⊥ --> !(p)))))),(((Box((((u --> ⊥) --> ((v --> ⊥) --> (Box((x --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥) --> (Box((((⊥ --> ⊥) --> Box((⊥ --> (p --> ⊥)))) --> ⊥)) --> ⊥)),37
16,!(!((Box((!((!(s) || Box(v))) || Diamond(q))) --> (x --> z)))),(((Box(((((((s --> ⊥) --> ⊥) --> Box(v)) --> ⊥) --> ⊥) --> (Box((q --> ⊥)) --> ⊥))) --> (x --> z)) --> ⊥) --> ⊥),28
16,(Diamond((Diamond((Box(s) --> Box(r))) && !(!((!(s) || q))))) || q),(((Box(((((Box(((Box(s) --> Box(r)) --> ⊥)) --> ⊥) --> ((((((s --> ⊥) --> ⊥) --> q) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> q),35
16,Box(!(Box((!((Diamond(Box(!(!(Diamond((p && w)))))) || r)) <-> r)))),Box((Box((((((((Box((Box((((Box((((p --> (w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> r) --> ⊥) --> r) --> ((r --> ((((Box((Box((((Box((((p --> (w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> r) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),69
16,Diamond((((⊥ <-> !(s)) <-> Diamond((p --> z))) <-> Box((Diamond(q) || p)))),(Box(((((((((((⊥ --> (s --> ⊥)) --> (((s --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (Box(((p --> z) --> ⊥)) --> ⊥)) --> (((Box(((p --> z) --> ⊥)) --> ⊥) --> (((⊥ --> (s --> ⊥)) --> (((s --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box((((Box((q --> ⊥)) --> ⊥) --> ⊥) --> p))) --> ((Box((((Box((q --> ⊥)) --> ⊥) --> ⊥) --> p)) --> ((((((⊥ --> (s --> ⊥)) --> (((s --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (Box(((p --> z) --> ⊥)) --> ⊥)) --> (((Box(((p --> z) --> ⊥)) --> ⊥) --> (((⊥ --> (s --> ⊥)) --> (((s --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),140
16,!(Box(((p <-> x) <-> ((t <-> (Diamond(!(w)) && r)) || !(s))))),(Box(((((((p --> x) --> ((x --> p) --> ⊥)) --> ⊥) --> (((((t --> (((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥)) --> (((((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥) --> (s --> ⊥))) --> (((((((t --> (((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥)) --> (((((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥) --> (s --> ⊥)) --> (((p --> x) --> ((x --> p) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),118
16,Diamond((!(Box(u)) <-> (Diamond(w) --> (u || (⊥ --> Diamond((p && v))))))),(Box((((((Box(u) --> ⊥) --> ((Box((w --> ⊥)) --> ⊥) --> ((u --> ⊥) --> (⊥ --> (Box((((p --> (v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))))) --> ((((Box((w --> ⊥)) --> ⊥) --> ((u --> ⊥) --> (⊥ --> (Box((((p --> (v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))) --> (Box(u) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),70
16,Diamond(Diamond(((((⊥ <-> !(u)) <-> !(y)) && (y || u)) || !(q)))),(Box(((Box((((((((((((⊥ --> (u --> ⊥)) --> (((u --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (y --> ⊥)) --> (((y --> ⊥) --> (((⊥ --> (u --> ⊥)) --> (((u --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (((y --> ⊥) --> u) --> ⊥)) --> ⊥) --> ⊥) --> (q --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),69
16,Diamond(((!((r --> Diamond(y))) --> s) <-> (Box((t || s)) --> Box(x)))),(Box((((((((r --> (Box((y --> ⊥)) --> ⊥)) --> ⊥) --> s) --> (Box(((t --> ⊥) --> s)) --> Box(x))) --> (((Box(((t --> ⊥) --> s)) --> Box(x)) --> (((r --> (Box((y --> ⊥)) --> ⊥)) --> ⊥) --> s)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),54
16,Diamond((Box((Diamond((z --> (⊥ <-> q))) || !(x))) --> (Box(⊥) <-> v))),(Box(((Box((((Box(((z --> (((⊥ --> q) --> ((q --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (x --> ⊥))) --> (((Box(⊥) --> v) --> ((v --> Box(⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),44
16,!(Box(!((((y || r) && (z --> Box(w))) <-> (!(u) --> q))))),(Box(((((((((y --> ⊥) --> r) --> ((z --> Box(w)) --> ⊥)) --> ⊥) --> ((u --> ⊥) --> q)) --> ((((u --> ⊥) --> q) --> ((((y --> ⊥) --> r) --> ((z --> Box(w)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),50
16,Diamond(Diamond((r || Diamond(Box(((⊥ --> w) --> (!(z) <-> (⊥ || v)))))))),(Box(((Box((((r --> ⊥) --> (Box((Box(((⊥ --> w) --> ((((z --> ⊥) --> ((⊥ --> ⊥) --> v)) --> ((((⊥ --> ⊥) --> v) --> (z --> ⊥)) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),47
16,Diamond((((!((Box(w) <-> y)) --> s) --> u) || (s && (p && p)))),(Box((((((((((Box(w) --> y) --> ((y --> Box(w)) --> ⊥)) --> ⊥) --> ⊥) --> s) --> u) --> ⊥) --> ((s --> (((p --> (p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),40
16,,,-1
16,,,-1
16,,,-1
16,,,-1
17,((z && Box(q)) && (Diamond((q && Diamond(u))) <-> (Box(s) <-> (r <-> q)))),((((z --> (Box(q) --> ⊥)) --> ⊥) --> (((((Box((((q --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((Box(s) --> (((r --> q) --> ((q --> r) --> ⊥)) --> ⊥)) --> (((((r --> q) --> ((q --> r) --> ⊥)) --> ⊥) --> Box(s)) --> ⊥)) --> ⊥)) --> (((((Box(s) --> (((r --> q) --> ((q --> r) --> ⊥)) --> ⊥)) --> (((((r --> q) --> ((q --> r) --> ⊥)) --> ⊥) --> Box(s)) --> ⊥)) --> ⊥) --> (Box((((q --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),120
17,(!(((!(Diamond(w)) <-> !(r)) --> Box((q || p)))) <-> (Box(w) <-> q)),((((((((((Box((w --> ⊥)) --> ⊥) --> ⊥) --> (r --> ⊥)) --> (((r --> ⊥) --> ((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> Box(((q --> ⊥) --> p))) --> ⊥) --> (((Box(w) --> q) --> ((q --> Box(w)) --> ⊥)) --> ⊥)) --> (((((Box(w) --> q) --> ((q --> Box(w)) --> ⊥)) --> ⊥) --> (((((((Box((w --> ⊥)) --> ⊥) --> ⊥) --> (r --> ⊥)) --> (((r --> ⊥) --> ((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> Box(((q --> ⊥) --> p))) --> ⊥)) --> ⊥)) --> ⊥),109
17,(((Diamond(t) --> y) && p) --> (⊥ || (((⊥ && w) <-> Box(y)) <-> t))),(((((Box((t --> ⊥)) --> ⊥) --> y) --> (p --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> ((((((((⊥ --> (w --> ⊥)) --> ⊥) --> Box(y)) --> ((Box(y) --> ((⊥ --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> t) --> ((t --> (((((⊥ --> (w --> ⊥)) --> ⊥) --> Box(y)) --> ((Box(y) --> ((⊥ --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))),78
17,(Box(w) <-> (!(⊥) --> !((Diamond(u) <-> (z --> (!(!(w)) && ⊥)))))),(((Box(w) --> ((⊥ --> ⊥) --> (((((Box((u --> ⊥)) --> ⊥) --> (z --> ((((w --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥))) --> (((z --> ((((w --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> (Box((u --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥))) --> ((((⊥ --> ⊥) --> (((((Box((u --> ⊥)) --> ⊥) --> (z --> ((((w --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥))) --> (((z --> ((((w --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> (Box((u --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> Box(w)) --> ⊥)) --> ⊥),113
17,(Diamond(Diamond(Diamond(((Diamond((Box(⊥) <-> Box(⊥))) || Diamond(Box(s))) <-> ⊥)))) <-> v),((((Box(((Box(((Box((((((((Box(((((Box(⊥) --> Box(⊥)) --> ((Box(⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((Box(s) --> ⊥)) --> ⊥)) --> ⊥) --> ((⊥ --> (((Box(((((Box(⊥) --> Box(⊥)) --> ((Box(⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((Box(s) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> v) --> ((v --> (Box(((Box(((Box((((((((Box(((((Box(⊥) --> Box(⊥)) --> ((Box(⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((Box(s) --> ⊥)) --> ⊥)) --> ⊥) --> ((⊥ --> (((Box(((((Box(⊥) --> Box(⊥)) --> ((Box(⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((Box(s) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),177
17,((Box(r) || q) <-> Diamond((((w && !(⊥)) || v) <-> (⊥ && !(q))))),(((((Box(r) --> ⊥) --> q) --> (Box(((((((((w --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> v) --> ((⊥ --> ((q --> ⊥) --> ⊥)) --> ⊥)) --> ((((⊥ --> ((q --> ⊥) --> ⊥)) --> ⊥) --> ((((w --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> v)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((((((((w --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> v) --> ((⊥ --> ((q --> ⊥) --> ⊥)) --> ⊥)) --> ((((⊥ --> ((q --> ⊥) --> ⊥)) --> ⊥) --> ((((w --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> v)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((Box(r) --> ⊥) --> q)) --> ⊥)) --> ⊥),131
17,((Diamond(!(⊥)) || Box(w)) <-> Box((!((q --> x)) <-> (t || !(y))))),((((((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(w)) --> Box((((((q --> x) --> ⊥) --> ((t --> ⊥) --> (y --> ⊥))) --> ((((t --> ⊥) --> (y --> ⊥)) --> ((q --> x) --> ⊥)) --> ⊥)) --> ⊥))) --> ((Box((((((q --> x) --> ⊥) --> ((t --> ⊥) --> (y --> ⊥))) --> ((((t --> ⊥) --> (y --> ⊥)) --> ((q --> x) --> ⊥)) --> ⊥)) --> ⊥)) --> (((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(w))) --> ⊥)) --> ⊥),97
17,(Box(y) <-> Box((!(⊥) <-> (Box(((x --> p) || t)) --> (v && ⊥))))),(((Box(y) --> Box(((((⊥ --> ⊥) --> (Box((((x --> p) --> ⊥) --> t)) --> ((v --> (⊥ --> ⊥)) --> ⊥))) --> (((Box((((x --> p) --> ⊥) --> t)) --> ((v --> (⊥ --> ⊥)) --> ⊥)) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥))) --> ((Box(((((⊥ --> ⊥) --> (Box((((x --> p) --> ⊥) --> t)) --> ((v --> (⊥ --> ⊥)) --> ⊥))) --> (((Box((((x --> p) --> ⊥) --> t)) --> ((v --> (⊥ --> ⊥)) --> ⊥)) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> Box(y)) --> ⊥)) --> ⊥),103
17,!(!((((!(((p --> x) || Diamond(Box(z)))) <-> ⊥) --> q) || Box(⊥)))),((((((((((((p --> x) --> ⊥) --> (Box((Box(z) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((((p --> x) --> ⊥) --> (Box((Box(z) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> q) --> ⊥) --> Box(⊥)) --> ⊥) --> ⊥),50
